Tool,ID,Page,Label,SpatialDist
Tika,15.tar_1402.1162.gz_Manuscript_noise_09_june_black.pdf,3,paragraph,0.3343907445418921
PyMuPDF,15.tar_1402.1162.gz_Manuscript_noise_09_june_black.pdf,3,paragraph,0.3314937454010301
Tika,21.tar_1402.4044.gz_ms_black.pdf,30,paragraph,0.292191435768262
PyMuPDF,21.tar_1402.4044.gz_ms_black.pdf,30,paragraph,0.27249357326478146
Tika,24.tar_1402.5813.gz_3_qubit_arxiv_submit_black.pdf,6,paragraph,0.3965477023559599
PyMuPDF,24.tar_1402.5813.gz_3_qubit_arxiv_submit_black.pdf,6,paragraph,0.3944186046511628
Tika,25.tar_1402.6524.gz_CHNS_AGG_StableTimeDiscretization_black.pdf,14,paragraph,0.2759276879162702
PyMuPDF,25.tar_1402.6524.gz_CHNS_AGG_StableTimeDiscretization_black.pdf,14,paragraph,0.2695845226768158
Tika,25.tar_1402.6574.gz_JournalStatisticalComputationandSimulation_Leandro_Arxiv_black.pdf,20,paragraph,0.5176470588235295
PyMuPDF,25.tar_1402.6574.gz_JournalStatisticalComputationandSimulation_Leandro_Arxiv_black.pdf,20,paragraph,0.5160866710439921
Tika,24.tar_1402.5711.gz_Liu_PAT_black.pdf,1,paragraph,0.3862866817155756
PyMuPDF,24.tar_1402.5711.gz_Liu_PAT_black.pdf,1,paragraph,0.383328686925007
Tika,21.tar_1402.4294.gz_heusener-MathSlovaca-revision_black.pdf,15,paragraph,0.40319209576287285
PyMuPDF,21.tar_1402.4294.gz_heusener-MathSlovaca-revision_black.pdf,15,paragraph,0.40075757575757576
Tika,14.tar_1402.0449.gz_combinat-arch_black.pdf,10,paragraph,0.06124497991967871
PyMuPDF,14.tar_1402.0449.gz_combinat-arch_black.pdf,10,paragraph,0.06136820925553323
Tika,18.tar_1402.2459.gz_ICCAD11_TPLD_black.pdf,2,paragraph,0.5226509213071363
PyMuPDF,18.tar_1402.2459.gz_ICCAD11_TPLD_black.pdf,2,paragraph,0.526079869600652
Tika,23.tar_1402.5445.gz_HolFiberInM_JofTop_FinalVersion_black.pdf,14,paragraph,0.4293085655314758
PyMuPDF,23.tar_1402.5445.gz_HolFiberInM_JofTop_FinalVersion_black.pdf,14,paragraph,0.42927080649317184
