Tool,ID,Page,Label,SpatialDist
PdfAct,2.tar_1701.00880.gz_arXiv2_black.pdf,31,paragraph,"(0, 0, 0, 0.356523577923451)"
PdfAct,10.tar_1701.04016.gz_relativedingstability_black.pdf,17,paragraph,"(0, 0, 0, 0.3341889117043121)"
PdfAct,9.tar_1701.03926.gz_ms_ILopes_NPA6_black.pdf,3,paragraph,0
PdfAct,6.tar_1701.02273.gz_spl_draft_v4_black.pdf,4,paragraph,"(0, 0, 0, 0.4988779561539789)"
PdfAct,4.tar_1701.01641.gz_LongGFFK_10_black.pdf,12,paragraph,"(0, 0, 0, 0.3826322930800543)"
PdfAct,9.tar_1701.03950.gz_LKS_v2_black.pdf,3,paragraph,"(0, 0, 0, 0.4888888888888889)"
PdfAct,9.tar_1701.03751.gz_ucs_black.pdf,6,paragraph,"(0, 0, 0, 0.00251889168765743)"
PdfAct,2.tar_1701.00707.gz_BioInfo_YeastOrigins_19Feb2017_Arxiv_black.pdf,1,paragraph,"(0, 0, 0, 0.6111519479155728)"
PdfAct,1.tar_1701.00405.gz_cvpr_final_black.pdf,6,paragraph,"(0, 0, 0, 0.5443743037504641)"
PdfAct,20.tar_1701.08972.gz_VWAP_general_AC_preprint_arXiv_2_black.pdf,20,paragraph,"(0, 0, 0, 0.3042735042735043)"
PdfAct,3.tar_1701.01098.gz_preprint_black.pdf,5,paragraph,"(0, 0, 0, 0.5902777777777778)"
PdfAct,4.tar_1701.01381.gz_csn_black.pdf,4,paragraph,"(0, 0, 0, 0.531813361611877)"
PdfAct,7.tar_1701.03026.gz_kinematics_black.pdf,7,paragraph,"(0, 0, 0, 0.5622498420054771)"
PdfAct,7.tar_1701.02722.gz_MonrealP_v2_black.pdf,8,paragraph,"(0, 0, 0, 0.8597972972972973)"
PdfAct,7.tar_1701.02744.gz_main_black.pdf,3,paragraph,"(0, 0, 0, 0.5608427170359608)"
PdfAct,2.tar_1701.00867.gz_main_black.pdf,2,paragraph,"(0, 0, 0, 0.7735849056603774)"
PdfAct,3.tar_1701.00989.gz_main_black.pdf,23,paragraph,"(0, 0, 0, 0.8587606165460836)"
PdfAct,3.tar_1701.01233.gz_Iso_error-v5_black.pdf,13,paragraph,"(0, 0, 0, 0.3251817580964971)"
PdfAct,20.tar_1701.08885.gz_ms_black.pdf,1,paragraph,"(0, 0, 0, 0.5442931349150638)"
PdfAct,20.tar_1701.08970.gz_gszg-arxiv_black.pdf,7,paragraph,"(0, 0, 0, 0.6596004891969016)"
PdfAct,5.tar_1701.01741.gz_avd-rev-100517-complete_black.pdf,6,paragraph,"(0, 0, 0, 0.3898305084745763)"
PdfAct,7.tar_1701.02962.gz_AntSynNET_camera_ready_black.pdf,4,paragraph,"(0, 0, 0, 0.565183851889946)"
PdfAct,20.tar_1701.08753.gz_Multiple_valued_Jacobi_fields_final_black.pdf,64,paragraph,"(0, 0, 0, 0.33413709955218734)"
PdfAct,20.tar_1701.08781.gz_corrAnal_paper_black.pdf,9,paragraph,"(0, 0, 0, 0.8041849651252906)"
PdfAct,9.tar_1701.03612.gz_Draft_Gray-Wyner-Side-Information_v5_black.pdf,10,paragraph,"(0, 0, 0, 0.39141694413614503)"
PdfAct,4.tar_1701.01429.gz_Chebyshev_Reduced_Basis_Function_applied_to_Option_Valuation_black.pdf,25,paragraph,"(0, 0, 0, 0.577859439595774)"
PdfAct,8.tar_1701.03481.gz_cernak_black.pdf,0,paragraph,"(0, 0, 0, 0.9520536737031583)"
PdfAct,4.tar_1701.01435.gz_MicroMacroNETWORK_black.pdf,9,paragraph,"(0, 0, 0, 0.4008549038233199)"
PdfAct,19.tar_1701.08561.gz_Mn2NiIn-abinitio_black.pdf,1,paragraph,"(0, 0, 0, 0.7582417582417582)"
PdfAct,5.tar_1701.01974.gz_renyifano20171205_black.pdf,16,paragraph,"(0, 0, 0, 0.36590436590436587)"
PdfAct,5.tar_1701.02194.gz_Generation-pro-p-Sylow-v5_black.pdf,19,paragraph,"(0, 0, 0, 0.44461901021209743)"
PdfAct,4.tar_1701.01569.gz_static-rdm_black.pdf,16,paragraph,"(0, 0, 0, 0.30830039525691705)"
PdfAct,8.tar_1701.03349.gz_MuliWaves_Dec-21-2016-ArXive1_black.pdf,14,paragraph,"(0, 0, 0, 0.45610913404507714)"
PdfAct,5.tar_1701.01958.gz_admission_control_final_single_black.pdf,0,paragraph,"(0, 0, 0, 0.036781609195402326)"
PdfAct,4.tar_1701.01486.gz_main24_black.pdf,0,paragraph,"(0, 0, 0, 0.03684024087849806)"
PdfAct,20.tar_1701.08942.gz_arxiv2_black.pdf,5,paragraph,"(0, 0, 0, 0.30081691494473817)"
PdfAct,10.tar_1701.04216.gz_reiprich_AN_Nov30_black.pdf,2,paragraph,"(0, 0, 0, 0.3409591594644975)"
PdfAct,3.tar_1701.01315.gz_main_black.pdf,34,paragraph,"(0, 0, 0, 0.015267175572519135)"
PdfAct,9.tar_1701.03934.gz_Main_black.pdf,19,paragraph,"(0, 0, 0, 0.8053467000835423)"
PdfAct,19.tar_1701.08277.gz_Articlejos_black.pdf,10,paragraph,"(0, 0, 0, 0.1702127659574468)"
