Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
TABULA,128.tar_1508.04562.gz_submission_black_subset_7,7,table,0.1198866488167537,0.46696134011170215,0.2168426411459385,0.3695976154992548
TABULA,120.tar_1508.00276.gz_REVISED_NEWPFI_final_black_subset_34,34,table,0.1780585527663093,0.5410830112999049,0.2088101822610145,0.2281468531468532
TABULA,128.tar_1508.04392.gz_sim_GVC_IMT_black_subset_20,20,table,0.1028470732609596,0.46475263630768726,0.3170674020196289,0.2642169728783902
TABULA,131.tar_1508.05913.gz_kdwd_black_subset_21,21,table,0.4712145881620355,0.5154512514190889,0.5585206536816067,0.48
TABULA,127.tar_1508.03987.gz_SympatheticModellingv5_black_subset_11,11,table,0.4346693967865201,0.461626609367423,0.5584609959249351,0.4010416666666666
TABULA,120.tar_1508.00330.gz_wacv2016_LiaoGustavo_black_subset_5,5,table,0.1754209331327703,0.4652001935742584,0.2907678716060541,0.2845057183142722
TABULA,135.tar_1508.07630.gz_BSPSA_FS_GT_black_subset_14,14,table,0.5175604212169311,0.5421722798631459,0.436789820121468,0.404794836330106
TABULA,120.tar_1508.00334.gz_giesecke_2015_triadic_resoances_in_precession_flow_black_subset_7,7,table,0.5508516125745633,0.4867185124747135,0.4649445048545565,0.4703296703296704
TABULA,124.tar_1508.02454.gz_Scalable-CS_black_subset_30,30,table,0.1676110695734386,0.5012529301390934,0.2620598656987635,0.2628062360801781
TABULA,124.tar_1508.02489.gz_main_black_subset_5,5,table,0.1518159468808948,0.5066358410564897,0.3778189068355819,0.3231999999999999
TABULA,124.tar_1508.02096.gz_paper_black_subset_7,7,table,0.1111731135869559,0.5071921738567692,0.3458604728943352,0.3786848072562358
TABULA,133.tar_1508.06942.gz_ms_black_subset_3,3,table,0.1058942878518781,0.4980239415046794,0.3798336286502164,0.1188903566710699
TABULA,130.tar_1508.05037.gz_cdc2015-arxiv_black_subset_6,6,table,0.1882092862473839,0.5207783267675625,0.3579399737906005,0.1287295927941453
TABULA,122.tar_1508.01459.gz_final_black_subset_10,10,table,0.1680954456932115,0.5433615592258927,0.3791739155498432,0.1245319167464948
TABULA,120.tar_1508.00557.gz_ws-df-arxiv_black_subset_5,5,table,0.1338403519774894,0.47029829219529057,0.2390086592829597,0.3627353815659068
TABULA,126.tar_1508.03110.gz_main_black_subset_3,3,table,0.1534338459891928,0.45269483100420715,0.2015271862789055,0.1150835625132219
TABULA,127.tar_1508.03720.gz_sdplstm_black_subset_7,7,table,0.9837431712251908,0.8797413124830702,0.8353067263548395,0.6095414543770264
TABULA,129.tar_1508.04753.gz_cold_objects_arXiv_black_subset_12,12,table,0.1880876331908588,0.5485206316680963,0.3910191849904912,0.297811266594905
TABULA,127.tar_1508.03727.gz_inverse-seesaw16_black_subset_4,4,table,0.1735990276528697,0.527360683574415,0.3269026248271326,0.1781609195402299
TABULA,133.tar_1508.06942.gz_ms_black_subset_4,4,table,0.101149133054597,0.5452270946291262,0.1983517114807839,0.2255639097744361
TABULA,123.tar_1508.01694.gz_raddecay_black_subset_11,11,table,0.1160374585565607,0.5083020132646846,0.2332208459274572,0.175383814728077
TABULA,125.tar_1508.02714.gz_4most_AN_3007_black_subset_3,3,table,0.1317480328277,0.5141481052966898,0.3504815863407704,0.1966496722505462
TABULA,134.tar_1508.07060.gz_Schartmann2015_black_subset_3,3,table,0.1877255891807013,0.5272533088950504,0.338636779158619,0.265167209233501
TABULA,132.tar_1508.06288.gz_MN18_black_subset_4,4,table,0.1562206652614763,0.5081819876983064,0.354799264398523,0.1972580315121752
TABULA,129.tar_1508.04971.gz_degree_3_black_subset_15,15,table,0.0,0.0,0.0,0.056731583403895
TABULA,132.tar_1508.06303.gz_rIBP_arxiv_black_subset_17,17,table,0.1936141207958647,0.5303325291013131,0.2605601753977583,0.3695950583390528
TABULA,121.tar_1508.00735.gz_vers03_black_subset_14,14,table,0.1192366792551311,0.5450380371066392,0.1245933607348725,0.3060200668896321
TABULA,131.tar_1508.05902.gz_compdocs_black_subset_3,3,table,0.1988304868652333,0.517591709330055,0.3336368641808005,0.1364322366435254
TABULA,129.tar_1508.05009.gz_ArXiv_version_black_subset_9,9,table,0.1339532654498427,0.5269341705102254,0.1145715352041265,0.3637833468067906
TABULA,124.tar_1508.02424.gz_silvia3r_black_subset_38,38,table,0.1993583297175149,0.45028035469190086,0.1156567158892302,0.2874396135265701
TABULA,131.tar_1508.05572.gz_Learning_oddball_black_subset_9,9,table,0.1668011421986154,0.5231513264796149,0.1773059194686766,0.1687979539641944
TABULA,130.tar_1508.05186.gz_newobjects-final_black_subset_3,3,table,0.1110069634972422,0.48108640639112826,0.2859407928815196,0.297596337275849
TABULA,134.tar_1508.07305.gz_20sugradraft_black_subset_25,25,table,0.1284138420976421,0.5062956862428558,0.3641143990596719,0.2679425837320573
TABULA,129.tar_1508.04760.gz_Tachyon2_black_subset_5,5,table,0.1790664264554157,0.4708366256260024,0.3746396035334547,0.2415630550621669
TABULA,132.tar_1508.06321.gz_PRSTmain_black_subset_25,25,table,0.5532241141160501,0.4547366196128652,0.5966540289073954,0.4990215264187867
TABULA,126.tar_1508.03237.gz_whittam_revised_black_subset_20,20,table,0.5032475123044173,0.5711435099638491,0.5369095682284568,0.531986531986532
TABULA,129.tar_1508.04926.gz_Ivanova_2015_ed_black_subset_1,1,table,0.1457733813665772,0.5038518058073994,0.3728880435396926,0.2530795072788354
TABULA,127.tar_1508.03620.gz_Kathryns_wheel-MNRAS-astroph_black_subset_4,4,table,0.5764328688167125,0.4515269866395394,0.4794309400470832,0.4361948955916473
TABULA,132.tar_1508.06321.gz_PRSTmain_black_subset_22,22,table,0.1422720605634914,0.514669201297271,0.3527894716156383,0.1802325581395348
TABULA,121.tar_1508.00699.gz_Nice2015Soker_black_subset_1,1,table,0.1932462156643345,0.47159271278689036,0.3244491962675329,0.3537146614069691
TABULA,128.tar_1508.04311.gz_p0b_black_subset_7,7,table,0.1301716416486979,0.47068460946213897,0.3245538860748906,0.2058025464412439
TABULA,130.tar_1508.05291.gz_ms_black_subset_1,1,table,0.1605537597673623,0.5123193725302619,0.3200532999623627,0.1621101270696958
TABULA,135.tar_1508.07607.gz_anikin_black_subset_14,14,table,0.1841579313801408,0.4915679416141979,0.2182124556692785,0.1001461988304093
TABULA,133.tar_1508.06635.gz_Global17_black_subset_8,8,table,0.1247063539424275,0.5238830684425861,0.1077731288038995,0.2032116788321167
TABULA,126.tar_1508.03143.gz_cleymans_tsallis_sqm2015_black_subset_3,3,table,0.4819010613986622,0.5176998602197497,0.5959446304955465,0.4562607204116638
TABULA,125.tar_1508.02897.gz_tddm_black_subset_10,10,table,0.1686507278430218,0.5439313342559089,0.2442493036380103,0.1965517241379311
TABULA,134.tar_1508.07384.gz_Unified-8-27-2015_black_subset_24,24,table,0.1723255178062773,0.45473565181851716,0.2120658488560992,0.3089686098654708
TABULA,127.tar_1508.03583.gz_A_Coverage_Based_Traffic_Routing_Algorithm_black_subset_4,4,table,0.5240036595028188,0.466372239009994,0.4336656408006822,0.4263322884012539
TABULA,126.tar_1508.03150.gz_Tom-ms2-12aug2015_black_subset_6,6,table,0.1213933329594134,0.5120242554254596,0.3245656678592349,0.1134163208852005
